Gene	Protein	Uniprot id	Pfam ID	Start End domain	Part of evolutionary analysis	classification (Fig 1C)
ENSG00000154016	ENSP00000284154	Q13588	PF00018;PF00018;PF00017	4-50;164-209;60-135	0	PRD proteins
ENSG00000187048	ENSP00000360971	E7EVL8	PF00067	51-506	0	Non-PRD proteins
ENSG00000181991	ENSP00000317376	P82912	PF00411	84-193	0	Viral-binding non-PRDs
ENSG00000278183	ENSP00000483316	P33527	PF00005;PF00005;PF00664;PF00664	661-796;1310-1458;325-596;975-1244	0	Viral-binding non-PRDs
ENSG00000124788	ENSP00000416360	P54253	PF08517	574-687	1	Viral-binding non-PRDs
ENSG00000132383	ENSP00000254719	P27694	PF04057;PF16900;PF08646;PF01336	5-104;305-402;461-606;197-286	0	Viral-binding non-PRDs
ENSG00000265203	ENSP00000463151	P10745	PF03572;PF03572;PF03572;PF03572;PF11918;PF11918;PF11918;PF11918	129-307;438-617;742-918;1041-1217;21-127;309-436;619-740;920-1039	1	Non-PRD proteins
ENSG00000243364	ENSP00000414378	P52798	PF00812	25-156	0	Non-PRD proteins
ENSG00000214113	ENSP00000443900	F5H189	PF05347	7-65	0	Non-PRD proteins
ENSG00000134240	ENSP00000358414	P54868	PF08540;PF01154	224-506;50-223	0	Non-PRD proteins
ENSG00000176842	ENSP00000378132	P78411	PF05920	131-170	1	Non-PRD proteins
ENSG00000138760	ENSP00000492737	A0A1W2PRS1	PF01130	4-498	1	Viral-binding non-PRDs
ENSG00000161013	ENSP00000338487	Q9UQ53	PF04666	98-387	0	Viral-binding non-PRDs
ENSG00000118197	ENSP00000330460	Q5T1V6	PF00270;PF00271;PF04438	227-394;428-540;104-133	0	PRD proteins
ENSG00000138785	ENSP00000378221	Q96CB8	PF00628	161-215	1	Non-PRD proteins
ENSG00000230463	ENSP00000416022	A0A182DWH4	PF07654;PF00969	128-209;42-116	0	Non-PRD proteins
ENSG00000076053	ENSP00000364639	J3KPD3	PF00076	12-81	1	PRD proteins
ENSG00000138756	ENSP00000424668	H0Y9P1	PF15282	586-854	1	Non-PRD proteins
ENSG00000175471	ENSP00000424126	Q6DN14	PF00168;PF00168;PF00168;PF08372	261-362;470-571;626-725;828-977	1	Non-PRD proteins
ENSG00000064835	ENSP00000342931	P28069	PF00157;PF00046	127-198;215-271	1	PRD proteins
ENSG00000164411	ENSP00000435355	Q6PEY0	PF00029;PF00029	2-112;101-203	0	Non-PRD proteins
ENSG00000140497	ENSP00000268099	O15127	PF04144	117-293	1	Viral-binding non-PRDs
ENSG00000186086	ENSP00000359057	Q5VWK0	PF06758;PF06758;PF06758	180-242;332-397;406-471	0	Non-PRD proteins
ENSG00000166922	ENSP00000418485	H7C4X7	PF05281	12-156	1	Viral-binding non-PRDs
ENSG00000034053	ENSP00000454171	Q99767	PF00640;PF00595;PF00595	372-530;568-652;659-732	1	PRD proteins
ENSG00000180988	ENSP00000322801	Q8NGI0	PF13853	33-313	0	Non-PRD proteins
ENSG00000196539	ENSP00000352604	Q8NH03	PF13853	36-313	0	Non-PRD proteins
ENSG00000107165	ENSP00000373570	P17643	PF00264	182-417	0	Non-PRD proteins
ENSG00000179295	ENSP00000489597	Q06124	PF00102;PF00017;PF00017	273-524;6-81;112-197	0	viral-binding PRDs
ENSG00000007952	ENSP00000362057	Q9Y5S8	PF08022;PF08030;PF01794	292-389;395-545;54-219	0	Non-PRD proteins
ENSG00000122378	ENSP00000361254	Q9BRX8	PF13911	94-202	0	Viral-binding non-PRDs
ENSG00000139865	ENSP00000451131	G3V3A5	PF00515;PF00515;PF13181;PF13181;PF13181;PF07719	1370-1403;1816-1849;919-948;985-1018;1714-1747;1748-1781	0	PRD proteins
ENSG00000243696	ENSP00000422253	D6R8Y8	PF15682	8-70	0	Non-PRD proteins
ENSG00000185888	ENSP00000355719	A1L453	PF00089	60-288	0	PRD proteins
ENSG00000178795	ENSP00000365390	Q6W3E5	PF03009	203-358	0	Non-PRD proteins
ENSG00000174125	ENSP00000421259	Q15399	PF13855;PF13855;PF01582;PF01463	69-126;445-502;636-786;553-578	0	Viral-binding non-PRDs
ENSG00000249715	ENSP00000493251	A0A286YFJ1	PF00168;PF00168;PF00168;PF00168;PF00168;PF00168;PF00168;PF08165;PF08150;PF16165	1-99;167-232;310-414;1061-1155;1283-1387;1527-1626;1761-1894;592-658;680-748;1927-2029	0	Non-PRD proteins
ENSG00000139354	ENSP00000439672	Q86XJ1	PF00307;PF02187	48-170;213-282	1	Non-PRD proteins
ENSG00000099282	ENSP00000362387	O95858	PF00335	20-258	1	Non-PRD proteins
ENSG00000180964	ENSP00000361770	Q8IYN2	PF04538	1-113	0	Viral-binding non-PRDs
ENSG00000104059	ENSP00000261275	O60320	PF04103	34-199	1	Non-PRD proteins
ENSG00000187323	ENSP00000389140	P43146	PF07679;PF07679;PF07679;PF06583;PF00041;PF00041;PF00041;PF00041;PF00041;PF00041	140-230;240-327;331-417;1148-1445;430-514;529-610;624-708;727-807;845-932;946-1034	0	Non-PRD proteins
ENSG00000174586	ENSP00000311183	Q6ZNH5	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096	106-128;134-156;162-184;190-212;218-240;246-268;274-296;302-324;358-380;386-408;414-436;442-464;470-492	0	Non-PRD proteins
ENSG00000124702	ENSP00000331562	E7ERR0	PF07646;PF07646;PF13964;PF13964;PF13418	127-174;179-233;13-67;238-293;76-126	0	Non-PRD proteins
ENSG00000235942	ENSP00000411070	A0A183	PF15858	1-77	0	Non-PRD proteins
ENSG00000083099	ENSP00000430316	G3V136	PF05347	20-74	0	Non-PRD proteins
ENSG00000165959	ENSP00000298912	Q96JQ2	PF00307;PF00307	32-140;187-292	1	Non-PRD proteins
ENSG00000168757	ENSP00000314077	A6NKD2	PF00956	68-288	0	Non-PRD proteins
ENSG00000187522	ENSP00000367623	Q0VDF9	PF00012	3-509	1	Non-PRD proteins
ENSG00000148925	ENSP00000431186	Q9BSF8	PF16017	168-273	1	Non-PRD proteins
ENSG00000111058	ENSP00000449535	Q9H6R3	PF16177;PF00501;PF13193	62-116;117-562;570-649	1	Non-PRD proteins
ENSG00000170477	ENSP00000448220	P19013	PF00038;PF16208	150-463;14-147	0	Viral-binding non-PRDs
ENSG00000243414	ENSP00000415139	Q86XR7	PF13676	81-210	0	Viral-binding non-PRDs
ENSG00000106780	ENSP00000363040	Q9H1U4	PF00053;PF00053;PF00053;PF00053;PF00053	204-251;254-298;301-346;349-399;400-449	1	Non-PRD proteins
ENSG00000188375	ENSP00000339835	Q6NXT2	PF00125	1-131	0	Viral-binding non-PRDs
ENSG00000074276	ENSP00000261944	Q9BYE9	PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028	31-115;129-225;246-342;485-577;590-686;700-799;935-1041	1	Non-PRD proteins
ENSG00000116586	ENSP00000357285	Q9Y2Q5	PF03259	5-95	0	Non-PRD proteins
ENSG00000180921	ENSP00000499217	A0A494C1T9	PF07894	213-484	0	Viral-binding non-PRDs
ENSG00000203667	ENSP00000355486	Q5RI15	PF12597	10-103	0	Viral-binding non-PRDs
ENSG00000177576	ENSP00000480941	Q8TCD1	PF14975	2-75	0	Non-PRD proteins
ENSG00000105894	ENSP00000341170	P21246	PF01091;PF05196	96-161;34-95	0	Non-PRD proteins
ENSG00000050555	ENSP00000354360	Q9Y6N6	PF00053;PF00053;PF00053;PF00053;PF00053;PF00053;PF00053;PF00053;PF00053;PF00053;PF00053;PF00055;PF00052	271-324;327-380;383-427;430-477;669-704;707-752;755-807;810-863;866-914;917-962;965-1013;35-269;539-671	1	Viral-binding non-PRDs
ENSG00000136152	ENSP00000258654	Q96JB2	PF04136	130-277	1	Viral-binding non-PRDs
ENSG00000177485	ENSP00000314153	Q86T24	PF00651	22-120	0	Non-PRD proteins
ENSG00000143727	ENSP00000272067	P24666	PF01451	9-154	0	Viral-binding non-PRDs
ENSG00000118873	ENSP00000351832	Q9H2M9	PF14655;PF14656	74-498;768-1369	1	Non-PRD proteins
ENSG00000179913	ENSP00000321874	Q9Y2A9	PF01762	121-315	0	Non-PRD proteins
ENSG00000187753	ENSP00000497316	A0A3B3ISE1	PF17673	1-91	0	Non-PRD proteins
ENSG00000236125	ENSP00000485243	A6NCW7	PF00443	80-372	0	Non-PRD proteins
ENSG00000004478	ENSP00000001008	Q02790	PF00254;PF00254;PF00515	43-135;160-250;320-352	1	viral-binding PRDs
ENSG00000213424	ENSP00000377616	Q8N1A0	PF00038	1-149	1	Non-PRD proteins
ENSG00000075188	ENSP00000448054	Q8NFH4	PF00400	114-153	1	Inferred viral-binding PRDs
ENSG00000140939	ENSP00000457243	O60936	PF00619	9-96	0	Non-PRD proteins
ENSG00000186298	ENSP00000341779	P36873	PF16891;PF00149	9-56;57-252	0	Inferred viral-binding PRDs
ENSG00000278817	ENSP00000482514	X5D7D2	PF07324	2-195	0	Non-PRD proteins
ENSG00000123689	ENSP00000355996	P27469	PF15103	1-103	0	Non-PRD proteins
ENSG00000215182	ENSP00000485659	P98088	PF00094;PF00094;PF00094;PF00094;PF01826;PF01826;PF08742;PF08742;PF08742;PF08742;PF13330;PF13330;PF13330;PF13330;PF13330;PF13330;PF13330;PF13330;PF13330	81-226;434-588;903-1053;4921-5080;338-394;704-761;265-334;630-697;1094-1161;5146-5212;1389-1475;1584-1670;1749-1840;1957-2043;2122-2213;3228-3319;3526-3617;3959-4050;4633-4724	0	Non-PRD proteins
ENSG00000115085	ENSP00000264972	P43403	PF07714;PF00017;PF00017	338-593;10-87;163-239	0	viral-binding PRDs
ENSG00000167778	ENSP00000449452	F8VWW7	PF00622;PF00622	115-239;295-373	1	viral-binding PRDs
ENSG00000105141	ENSP00000393417	P31944	PF00656	18-241	0	PRD proteins
ENSG00000005194	ENSP00000377914	Q6FI81	PF08241;PF05093;PF05093	2-95;230-271;265-304	0	Viral-binding non-PRDs
ENSG00000122566	ENSP00000503885	P22626	PF00076;PF00076	23-92;114-183	1	viral-binding PRDs
ENSG00000133742	ENSP00000392338	P00915	PF00194	5-260	0	Viral-binding non-PRDs
ENSG00000172236	ENSP00000418247	J3QTS8	PF00089	38-274	0	viral-binding PRDs
ENSG00000204179	ENSP00000420995	Q4JDL3	PF00102	183-411	0	Viral-binding non-PRDs
ENSG00000250673	ENSP00000490412	A0A1B0GV85	PF02014	33-156	0	Non-PRD proteins
ENSG00000105325	ENSP00000378529	Q9UM11	PF12894;PF00400;PF00400;PF00400	210-282;303-341;345-386;433-471	1	Inferred viral-binding PRDs
ENSG00000004468	ENSP00000226279	P28907	PF02267	56-296	1	Viral-binding non-PRDs
ENSG00000171847	ENSP00000307798	Q86YD7	PF15288	41-80	0	Viral-binding non-PRDs
ENSG00000188559	ENSP00000202677	Q2PPJ7	PF02145	1664-1840	0	Non-PRD proteins
ENSG00000143641	ENSP00000355632	Q10471	PF00652;PF00535	446-563;139-322	0	viral-binding PRDs
ENSG00000139572	ENSP00000450310	Q9NQS5	PF00001	37-370	0	Non-PRD proteins
ENSG00000215712	ENSP00000383594	Q9NWH2	PF07096	10-124	1	Non-PRD proteins
ENSG00000225824	ENSP00000411427	A0A140T9S8	PF07654;PF00969	131-212;45-118	0	Non-PRD proteins
ENSG00000227458	ENSP00000402617	A0A0G2JIV5	PF13445	14-54	0	Non-PRD proteins
ENSG00000108774	ENSP00000447053	P51148	PF00071	23-184	0	Viral-binding non-PRDs
ENSG00000160588	ENSP00000278949	Q6UWV2	PF07686	36-148	1	Non-PRD proteins
ENSG00000178950	ENSP00000314499	O14976	PF00069;PF10409	40-313;570-709	0	viral-binding PRDs
ENSG00000167074	ENSP00000266304	Q10587	PF07716	232-285	0	Non-PRD proteins
ENSG00000163624	ENSP00000295887	Q92903	PF01148	87-417	0	Non-PRD proteins
ENSG00000129538	ENSP00000381060	P07998	PF00074	31-149	0	Non-PRD proteins
ENSG00000198668	ENSP00000349467	P0DP23	PF13499;PF13499	10-74;83-147	0	Inferred viral-binding PRDs
ENSG00000255524	ENSP00000434399	E9PQR5	PF06409;PF06409	41-201;198-302	0	Non-PRD proteins
ENSG00000160469	ENSP00000468190	Q8TDC3	PF00069	34-285	0	PRD proteins
ENSG00000049759	ENSP00000490696	A0A1B0GVY1	PF00632;PF00397;PF00397;PF00397;PF00397	948-1253;474-503;666-695;778-807;829-858	1	viral-binding PRDs
ENSG00000140044	ENSP00000267569	Q8WYK2	PF00170	70-133	0	Non-PRD proteins
ENSG00000134508	ENSP00000256925	Q8TDN4	PF00134	485-616	1	PRD proteins
ENSG00000183072	ENSP00000327758	P52952	PF00046	139-195	1	PRD proteins
ENSG00000186510	ENSP00000332771	P51800	PF00654;PF00571	102-514;547-605	0	Non-PRD proteins
ENSG00000178928	ENSP00000438832	D2CFI5	PF00046	63-119	0	PRD proteins
ENSG00000126945	ENSP00000361927	P55795	PF08080;PF00076;PF00076;PF00076	255-290;13-84;113-182;291-358	0	viral-binding PRDs
ENSG00000136485	ENSP00000483236	P61962	PF00400	256-295	1	Inferred viral-binding PRDs
ENSG00000153233	ENSP00000283228	Q15256	PF00102	415-646	0	Non-PRD proteins
ENSG00000169676	ENSP00000306129	P21918	PF00001	57-359	0	Non-PRD proteins
ENSG00000144331	ENSP00000386845	A0A2U3TZT0	PF12874;PF12874;PF12874;PF12874	49-73;172-196;300-324;363-387	1	Non-PRD proteins
ENSG00000230301	ENSP00000493340	Q8NGV6	PF13853	47-324	0	Non-PRD proteins
ENSG00000198727	ENSP00000354554	P00156	PF00033;PF00032	18-204;258-359	0	Viral-binding non-PRDs
ENSG00000086548	ENSP00000199764	P40199	PF07686;PF13895;PF13927	38-141;239-318;146-219	0	Non-PRD proteins
ENSG00000171858	ENSP00000359624	Q9BYK1	PF01249	1-70	0	Viral-binding non-PRDs
ENSG00000141179	ENSP00000460437	I3L3H0	PF01852	10-200	0	Non-PRD proteins
ENSG00000100823	ENSP00000216714	P27695	PF03372	65-309	0	Viral-binding non-PRDs
ENSG00000102125	ENSP00000498288	A0A494C004	PF01553	41-234	1	Viral-binding non-PRDs
ENSG00000111615	ENSP00000229214	Q13601	PF17903	58-138	1	Viral-binding non-PRDs
ENSG00000119328	ENSP00000363753	Q9NX38	PF01597	106-173	1	Viral-binding non-PRDs
ENSG00000198625	ENSP00000356150	O15151	PF00641;PF13920;PF02201	300-329;434-484;25-95	0	viral-binding PRDs
ENSG00000107263	ENSP00000361264	Q13905	PF00618;PF00617	691-806;843-1013	1	Non-PRD proteins
ENSG00000124490	ENSP00000482890	P16562	PF08562;PF00188	189-243;41-169	0	Non-PRD proteins
ENSG00000117010	ENSP00000497154	Q5T5D7	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352	159-181;187-209;215-237;243-265;271-293;299-321;327-349;355-377;7-48	0	Non-PRD proteins
ENSG00000051180	ENSP00000372088	Q06609	PF08423;PF14520	84-337;31-80	1	Viral-binding non-PRDs
ENSG00000048162	ENSP00000484969	A0A087X2G6	PF09420	7-87	0	Viral-binding non-PRDs
ENSG00000138207	ENSP00000360519	P02753	PF00061	39-188	1	Viral-binding non-PRDs
ENSG00000155363	ENSP00000350028	Q9HCE1	PF13087;PF13604	698-923;498-696	0	Viral-binding non-PRDs
ENSG00000243943	ENSP00000347648	Q96ME7	PF00096	287-310	1	Viral-binding non-PRDs
ENSG00000109738	ENSP00000427186	P48167	PF02931;PF02932	56-266;273-493	1	Viral-binding non-PRDs
ENSG00000173812	ENSP00000466321	K7EM18	PF01253	27-103	0	Viral-binding non-PRDs
ENSG00000142544	ENSP00000390011	Q7Z7A3	PF01171;PF16503	53-250;285-316	0	Non-PRD proteins
ENSG00000100276	ENSP00000216101	Q92737	PF00071	6-180	0	Non-PRD proteins
ENSG00000198898	ENSP00000354947	P47755	PF01267	17-284	1	Viral-binding non-PRDs
ENSG00000151657	ENSP00000368881	O60870	PF10357;PF18131	52-177;276-328	1	Viral-binding non-PRDs
ENSG00000178919	ENSP00000364265	O00358	PF00250	52-138	0	Non-PRD proteins
ENSG00000172519	ENSP00000493242	Q8NGA6	PF13853	31-309	0	Non-PRD proteins
ENSG00000282419	ENSP00000488696	A0A0J9YY54	PF15186	5-150	0	Non-PRD proteins
ENSG00000064726	ENSP00000261721	Q9H0C5	PF00651;PF07707;PF08005	59-175;180-287;333-481	1	Viral-binding non-PRDs
ENSG00000203784	ENSP00000357736	Q5T871	PF15042	1-98	0	Non-PRD proteins
ENSG00000167103	ENSP00000373399	Q5T9C9	PF01504	128-392	0	Non-PRD proteins
ENSG00000104889	ENSP00000221486	O75792	PF01351	31-241	1	Non-PRD proteins
ENSG00000147509	ENSP00000297313	O76081	PF00615	262-377	0	Non-PRD proteins
ENSG00000197747	ENSP00000357799	P60903	PF01023	5-44	0	Viral-binding non-PRDs
ENSG00000214022	ENSP00000417291	Q9BWE0	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096	116-138;177-199;264-286;292-314;375-397;403-425;431-453;459-481;487-509;515-537	0	Viral-binding non-PRDs
ENSG00000156875	ENSP00000359171	Q96MC6	PF07690	40-388	0	Non-PRD proteins
ENSG00000099783	ENSP00000325376	P52272	PF11532;PF00076;PF00076;PF00076	41-70;73-143;206-275;655-723	0	Inferred viral-binding PRDs
ENSG00000205045	ENSP00000487397	Q6IEE8	PF04326	218-349	0	Non-PRD proteins
ENSG00000155189	ENSP00000285518	Q9NUQ2	PF01553;PF16076	70-233;249-328	0	Viral-binding non-PRDs
ENSG00000272514	ENSP00000358575	Q8IYR0	PF12018	214-491	0	Non-PRD proteins
ENSG00000005471	ENSP00000265723	P21439	PF00005;PF00005;PF00664;PF00664	412-561;1052-1210;57-345;711-985	0	Non-PRD proteins
ENSG00000144285	ENSP00000501589	P35498	PF00520;PF00520;PF00520;PF00520;PF06512;PF11933	127-434;767-1002;1217-1493;1540-1797;1006-1213;501-718	1	Non-PRD proteins
ENSG00000054267	ENSP00000264183	Q4LE39	PF11717;PF08169;PF01388	570-626;168-263;308-394	0	Non-PRD proteins
ENSG00000118193	ENSP00000356319	Q15058	PF00225;PF00498;PF16183	364-701;825-891;743-824	1	viral-binding PRDs
ENSG00000164398	ENSP00000498260	Q9UKU0	PF00501;PF13193	103-563;572-661	0	Viral-binding non-PRDs
ENSG00000108823	ENSP00000262018	Q16586	PF05510	7-382	1	Viral-binding non-PRDs
ENSG00000170537	ENSP00000455041	H3BNW8	PF07810	486-597	1	Non-PRD proteins
ENSG00000105321	ENSP00000494410	A0A2R8Y4Z8	PF15266	205-376	0	Non-PRD proteins
ENSG00000118160	ENSP00000236877	Q9UPR5	PF03160;PF03160;PF01699;PF01699;PF16494	384-483;512-612;74-245;747-912;248-379	0	Non-PRD proteins
ENSG00000204702	ENSP00000493312	Q9GZK6	PF13853	32-308	0	Non-PRD proteins
ENSG00000147676	ENSP00000479708	Q969L2	PF01284	31-169	0	Non-PRD proteins
ENSG00000166669	ENSP00000379808	Q5U623	PF16794;PF16788	574-673;291-499	0	Non-PRD proteins
ENSG00000229924	ENSP00000421131	D6RGX4	PF15288	41-80	0	Non-PRD proteins
ENSG00000197136	ENSP00000347931	Q9H6A9	PF05041	1570-1796	0	Non-PRD proteins
ENSG00000179292	ENSP00000326244	Q8N4L1	PF14857	26-373	0	Non-PRD proteins
ENSG00000141527	ENSP00000499145	A0A494C1N2	PF00619	20-106	0	Non-PRD proteins
ENSG00000048342	ENSP00000374303	A0A140T8Y7	PF15625;PF00168;PF17661	465-639;866-1030;1-203	1	Non-PRD proteins
ENSG00000205693	ENSP00000370673	A6NHS7	PF07502	32-114	1	Non-PRD proteins
ENSG00000180035	ENSP00000324056	Q96MX3	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096	113-134;140-162;192-214;220-242;275-297;303-325;331-353;359-381;451-473;479-501;543-565;571-593	0	Non-PRD proteins
ENSG00000132692	ENSP00000331210	Q96GW7	PF00084;PF00008;PF07686;PF00193;PF00193;PF00059	815-871;650-680;41-155;157-251;258-353;705-810	0	Viral-binding non-PRDs
ENSG00000004848	ENSP00000368332	Q96QS3	PF00046;PF03826	329-385;526-544	0	PRD proteins
ENSG00000103061	ENSP00000263997	Q96CW6	PF08574	194-257	1	Non-PRD proteins
ENSG00000162949	ENSP00000295055	Q6MZZ7	PF00648;PF01067	35-331;354-474	0	Non-PRD proteins
ENSG00000183196	ENSP00000497635	Q9GZX3	PF00685	40-357	0	Non-PRD proteins
ENSG00000111653	ENSP00000380024	Q9UNL4	PF12998	6-107	1	Non-PRD proteins
ENSG00000280893	ENSP00000476774	A0A0G2JLL6	PF04505	264-319	0	Non-PRD proteins
ENSG00000182963	ENSP00000467201	P36383	PF00029	2-255	0	Non-PRD proteins
ENSG00000187634	ENSP00000482138	A0A087WYW1	PF07647	541-604	0	Non-PRD proteins
ENSG00000144619	ENSP00000396010	Q8IWV2	PF07679;PF07679;PF07679;PF13927;PF13927;PF13927;PF00041;PF00041	26-118;316-401;406-494;125-198;224-299;497-579;598-686;803-889	1	Viral-binding non-PRDs
ENSG00000130193	ENSP00000338607	Q8WUY1	PF13279	54-185	0	Viral-binding non-PRDs
ENSG00000261147	ENSP00000456615	H3BSA7	PF03133	138-215	1	Non-PRD proteins
ENSG00000172955	ENSP00000378359	P28332	PF00107;PF08240	203-338;34-161	0	Non-PRD proteins
ENSG00000149115	ENSP00000350990	Q9C0C2	PF15327	1556-1726	0	Viral-binding non-PRDs
ENSG00000165731	ENSP00000347942	P07949	PF07714;PF17756;PF17813;PF17812;PF00028	724-1005;29-154;404-507;265-379;172-262	1	viral-binding PRDs
ENSG00000139679	ENSP00000482660	P43657	PF00001	34-291	0	Non-PRD proteins
ENSG00000174938	ENSP00000481917	A0A087WYL5	PF00084;PF00084;PF00084;PF00084;PF00084;PF00431	290-345;464-523;644-699;705-764;771-828;527-633	0	Non-PRD proteins
ENSG00000163960	ENSP00000296328	O94888	PF00789;PF13899;PF14555	407-487;149-233;15-56	0	Non-PRD proteins
ENSG00000182158	ENSP00000329140	Q70SY1	PF00170	292-355	0	Non-PRD proteins
ENSG00000158458	ENSP00000289422	O14511	PF07679;PF02158	238-328;430-831	0	Non-PRD proteins
ENSG00000109047	ENSP00000226193	P35243	PF13499;PF13833	99-177;40-93	0	PRD proteins
ENSG00000132275	ENSP00000254605	O43159	PF05148	237-456	1	Viral-binding non-PRDs
ENSG00000170044	ENSP00000307801	Q8TCW7	PF00100	44-314	1	Non-PRD proteins
ENSG00000203880	ENSP00000307854	Q9NV79	PF01135	9-223	1	Non-PRD proteins
ENSG00000198888	ENSP00000354687	P03886	PF00146	4-305	0	Viral-binding non-PRDs
ENSG00000084234	ENSP00000263574	Q06481	PF00014;PF02177;PF10515;PF12924;PF12925	309-361;49-147;709-759;148-204;365-547	1	Viral-binding non-PRDs
ENSG00000091704	ENSP00000419497	C9JUF9	PF00246	40-318	0	Non-PRD proteins
ENSG00000100266	ENSP00000385040	Q9UNF0	PF00018;PF00611	432-479;23-99	0	PRD proteins
ENSG00000189357	ENSP00000488251	Q6ZUB0	PF14650;PF15371	481-851;66-161	0	Non-PRD proteins
ENSG00000100065	ENSP00000251973	Q9BWT7	PF00619	28-114	1	Viral-binding non-PRDs
ENSG00000172459	ENSP00000485240	Q8NGP9	PF13853	31-308	0	Non-PRD proteins
ENSG00000162621	ENSP00000294635	A6NM62	PF13855;PF13855;PF13855	34-93;95-143;131-193	0	Non-PRD proteins
ENSG00000134716	ENSP00000360247	P51589	PF00067	44-498	0	Non-PRD proteins
ENSG00000175550	ENSP00000366190	C9JCC6	PF00808	10-74	1	Viral-binding non-PRDs
ENSG00000134697	ENSP00000362153	Q13823	PF01926;PF08153	312-428;43-174	0	Viral-binding non-PRDs
ENSG00000097021	ENSP00000367086	O00154	PF03061;PF03061	68-151;242-317	0	Non-PRD proteins
ENSG00000107864	ENSP00000265997	Q8NE35	PF16367;PF16366	440-529;622-685	1	Non-PRD proteins
ENSG00000198324	ENSP00000354461	Q8N4B1	PF00169	18-113	0	Non-PRD proteins
ENSG00000276043	ENSP00000478171	A0A087WTW0	PF12148;PF00240;PF02182;PF00628	196-348;67-140;481-650;381-430	1	Non-PRD proteins
ENSG00000128714	ENSP00000376322	P35453	PF00046;PF12284	277-333;79-181	0	viral-binding PRDs
ENSG00000279643	ENSP00000485654	A0A0G2JQ92	PF09139	13-234	0	Non-PRD proteins
ENSG00000164100	ENSP00000296499	O95803	PF00685;PF12062	595-858;20-506	0	Non-PRD proteins
ENSG00000126883	ENSP00000352400	P35658	PF18617	1915-1977	1	Viral-binding non-PRDs
ENSG00000225556	ENSP00000389554	B7Z1M9	PF00168	232-338	0	Non-PRD proteins
ENSG00000168158	ENSP00000307726	O95371	PF13853	31-307	0	Non-PRD proteins
ENSG00000274829	ENSP00000478668	O95453	PF08675;PF04857	437-515;3-390	0	Non-PRD proteins
ENSG00000033100	ENSP00000035307	Q9P2E5	PF05679	242-759	0	Viral-binding non-PRDs
ENSG00000131264	ENSP00000362613	O14627	PF00046;PF04731	174-230;13-170	1	PRD proteins
ENSG00000156395	ENSP00000358715	Q9UPU3	PF00801;PF15902;PF15901	826-904;228-658;660-816	1	Non-PRD proteins
ENSG00000160223	ENSP00000383230	K4DIA0	PF07686	20-133	1	Non-PRD proteins
ENSG00000125818	ENSP00000338039	Q92530	PF08577;PF11566	153-248;11-149	1	Viral-binding non-PRDs
ENSG00000160392	ENSP00000463159	Q8N9M1	PF18017;PF17740	38-121;130-418	1	Non-PRD proteins
ENSG00000178997	ENSP00000415056	Q8NHP7	PF01612	80-280	1	Non-PRD proteins
ENSG00000124116	ENSP00000243938	Q8IUB2	PF00095;PF00095;PF00095;PF00095	29-68;72-113;123-160;166-206	0	Non-PRD proteins
ENSG00000051382	ENSP00000289153	P42338	PF00454;PF00613;PF00794;PF02192;PF00792	799-1017;527-711;180-288;42-117;347-490	1	viral-binding PRDs
ENSG00000233164	ENSP00000403409	A0A140T9G8	PF10184	267-392	0	Non-PRD proteins
ENSG00000117090	ENSP00000235739	Q96QJ2	PF06214	1-125	0	Viral-binding non-PRDs
